amount,transaction_type,merchant_category,device_type,location,hour,customer_age,transaction_frequency,is_fraud
15433,POS,Electronics,Mobile,Chennai,19,66,49,0
34957,Online,Food,Laptop,Hyderabad,18,20,4,0
4908,Online,Electronics,Desktop,Hyderabad,1,42,2,0
40562,POS,Food,Laptop,Mumbai,20,65,37,0
17992,ATM,Travel,Laptop,Hyderabad,17,37,9,0
17983,Online,Grocery,Laptop,Chennai,12,30,27,0
47890,ATM,Travel,Mobile,Hyderabad,22,28,15,0
31359,Online,Travel,Desktop,Hyderabad,16,40,29,0
47129,Online,Travel,Desktop,Hyderabad,7,31,15,0
26122,Online,Travel,Desktop,Pune,16,47,39,0
29444,POS,Travel,Mobile,Bangalore,10,53,5,0
48692,ATM,Food,Desktop,Pune,21,36,39,0
3853,ATM,Food,Mobile,Chennai,14,49,14,0
43576,POS,Travel,Mobile,Hyderabad,12,53,29,0
13063,ATM,Luxury,Mobile,Chennai,10,53,24,0
41636,ATM,Electronics,Desktop,Hyderabad,17,70,18,0
35990,ATM,Travel,Desktop,Mumbai,5,23,1,0
49641,Online,Food,Desktop,Pune,19,62,35,0
18960,POS,Electronics,Mobile,Pune,16,18,1,0
20525,POS,Grocery,Mobile,Bangalore,14,54,2,0
24827,Online,Grocery,Mobile,Pune,9,64,45,0
47899,Online,Luxury,Mobile,Hyderabad,13,43,25,0
44317,POS,Grocery,Mobile,Chennai,23,45,42,1
6644,Online,Travel,Desktop,Pune,6,30,24,0
10358,POS,Food,Mobile,Mumbai,16,36,26,0
8494,POS,Electronics,Laptop,Mumbai,0,38,24,0
33051,POS,Food,Mobile,Hyderabad,12,40,9,0
24288,POS,Food,Desktop,Mumbai,3,31,16,0
44942,Online,Grocery,Mobile,Mumbai,3,39,48,0
25505,Online,Luxury,Laptop,Hyderabad,9,64,11,0
6996,POS,Luxury,Desktop,Bangalore,5,68,10,0
43569,Online,Food,Mobile,Hyderabad,2,39,44,0
41667,ATM,Electronics,Mobile,Pune,19,25,30,0
18019,Online,Electronics,Laptop,Hyderabad,11,56,6,0
24649,POS,Electronics,Mobile,Bangalore,18,68,28,0
15303,ATM,Travel,Desktop,Bangalore,21,45,12,0
42446,Online,Luxury,Laptop,Pune,8,41,11,0
12992,ATM,Luxury,Mobile,Chennai,16,25,17,0
25158,POS,Travel,Mobile,Mumbai,13,41,49,0
10841,POS,Food,Mobile,Pune,22,56,5,0
48635,POS,Luxury,Desktop,Bangalore,17,43,31,0
17362,Online,Grocery,Desktop,Mumbai,4,40,8,0
33154,POS,Luxury,Laptop,Delhi,22,30,6,0
37993,Online,Grocery,Desktop,Chennai,11,40,25,0
46164,Online,Food,Desktop,Mumbai,9,59,14,0
36258,ATM,Travel,Mobile,Mumbai,10,34,27,0
7378,POS,Travel,Mobile,Hyderabad,13,42,33,0
34909,POS,Luxury,Desktop,Mumbai,9,18,4,0
1412,ATM,Grocery,Laptop,Hyderabad,8,39,20,0
45315,Online,Grocery,Mobile,Mumbai,14,49,44,0
26848,ATM,Luxury,Desktop,Chennai,8,56,26,0
47108,POS,Grocery,Mobile,Hyderabad,8,24,49,0
26018,POS,Electronics,Laptop,Chennai,5,40,6,0
2226,ATM,Travel,Laptop,Delhi,11,18,16,0
36110,Online,Grocery,Laptop,Delhi,8,45,48,0
28356,ATM,Food,Mobile,Pune,2,28,10,0
4800,Online,Travel,Mobile,Mumbai,14,43,27,0
49894,ATM,Grocery,Desktop,Delhi,11,44,34,0
8979,ATM,Luxury,Laptop,Hyderabad,21,53,30,0
3169,Online,Grocery,Mobile,Bangalore,15,55,38,0
22432,Online,Grocery,Mobile,Bangalore,22,65,30,0
38023,ATM,Grocery,Mobile,Hyderabad,17,46,31,0
6296,Online,Travel,Mobile,Mumbai,15,69,40,0
8834,ATM,Grocery,Laptop,Pune,23,54,25,0
31347,ATM,Luxury,Laptop,Delhi,5,41,13,0
35785,POS,Electronics,Laptop,Mumbai,3,36,4,0
10930,ATM,Electronics,Laptop,Pune,20,40,26,0
1235,ATM,Travel,Desktop,Pune,15,26,14,0
27890,ATM,Luxury,Mobile,Hyderabad,16,41,43,0
17089,Online,Luxury,Desktop,Hyderabad,16,37,11,0
15142,ATM,Luxury,Mobile,Pune,15,59,17,0
41400,Online,Food,Mobile,Mumbai,2,46,22,0
19098,Online,Luxury,Mobile,Mumbai,11,18,40,0
35015,ATM,Travel,Desktop,Hyderabad,1,44,49,0
20024,POS,Travel,Desktop,Mumbai,1,41,42,0
28242,POS,Travel,Mobile,Pune,15,26,3,0
35028,ATM,Travel,Laptop,Chennai,19,23,13,0
6067,ATM,Grocery,Mobile,Mumbai,1,18,41,0
17080,POS,Grocery,Desktop,Bangalore,10,56,36,0
43027,Online,Luxury,Mobile,Bangalore,13,63,34,0
22769,POS,Travel,Mobile,Hyderabad,4,67,47,0
28979,Online,Travel,Desktop,Mumbai,21,31,15,0
14843,POS,Electronics,Desktop,Mumbai,21,48,28,0
23795,Online,Electronics,Mobile,Hyderabad,6,56,11,0
45711,ATM,Food,Mobile,Pune,11,23,12,0
7892,POS,Food,Laptop,Pune,4,65,28,0
35160,POS,Grocery,Desktop,Bangalore,22,22,42,0
8915,Online,Food,Mobile,Pune,18,65,19,0
4589,Online,Food,Laptop,Bangalore,11,38,4,0
32854,POS,Electronics,Mobile,Mumbai,5,30,30,0
38483,ATM,Food,Laptop,Pune,17,56,41,0
35269,POS,Luxury,Laptop,Delhi,2,41,43,0
48087,ATM,Electronics,Desktop,Pune,13,22,8,0
22581,Online,Food,Desktop,Bangalore,13,34,4,0
34831,POS,Luxury,Mobile,Mumbai,19,44,49,0
21264,Online,Electronics,Laptop,Bangalore,17,62,27,0
28707,ATM,Travel,Desktop,Chennai,14,54,30,0
18610,POS,Food,Desktop,Delhi,14,66,23,0
5806,ATM,Grocery,Mobile,Chennai,22,70,33,0
12696,Online,Food,Desktop,Hyderabad,19,44,20,0
47117,Online,Luxury,Laptop,Mumbai,3,42,3,0
47585,ATM,Food,Mobile,Hyderabad,17,34,49,0
10497,POS,Food,Desktop,Hyderabad,19,23,45,0
37530,ATM,Luxury,Desktop,Delhi,5,60,41,0
47849,POS,Food,Desktop,Delhi,11,63,16,0
22182,Online,Luxury,Mobile,Hyderabad,9,25,40,0
1748,Online,Electronics,Desktop,Chennai,15,60,30,0
12316,POS,Electronics,Mobile,Delhi,14,52,49,0
6125,POS,Luxury,Desktop,Hyderabad,15,30,5,0
12299,POS,Food,Mobile,Chennai,15,32,49,0
2582,POS,Luxury,Laptop,Delhi,1,47,24,0
43043,Online,Luxury,Desktop,Pune,8,46,9,0
41664,ATM,Luxury,Laptop,Hyderabad,8,32,4,0
16335,POS,Travel,Desktop,Mumbai,19,67,3,0
44328,POS,Travel,Mobile,Pune,3,49,15,0
36701,Online,Electronics,Laptop,Mumbai,15,33,24,0
36657,POS,Electronics,Laptop,Delhi,7,30,48,0
7460,ATM,Grocery,Desktop,Bangalore,18,34,24,0
5693,ATM,Food,Laptop,Pune,4,48,25,0
3284,ATM,Travel,Laptop,Mumbai,20,63,50,0
13125,ATM,Electronics,Desktop,Hyderabad,9,62,16,0
32336,ATM,Travel,Laptop,Hyderabad,10,52,31,0
35348,Online,Electronics,Mobile,Chennai,13,31,16,0
20819,ATM,Luxury,Laptop,Mumbai,3,24,17,0
18621,POS,Food,Desktop,Delhi,9,68,12,0
8382,ATM,Travel,Mobile,Delhi,23,25,10,0
9801,ATM,Electronics,Laptop,Mumbai,18,66,14,0
35279,ATM,Electronics,Laptop,Pune,14,58,37,0
45345,Online,Travel,Laptop,Chennai,14,36,30,0
4092,Online,Luxury,Mobile,Bangalore,10,43,35,0
548,Online,Food,Mobile,Mumbai,16,50,14,0
47264,ATM,Luxury,Mobile,Delhi,9,19,4,0
32461,ATM,Grocery,Mobile,Bangalore,7,70,5,0
47583,POS,Food,Mobile,Mumbai,19,67,44,0
35165,Online,Electronics,Laptop,Bangalore,20,26,23,0
6123,POS,Luxury,Desktop,Hyderabad,8,34,12,0
4670,POS,Electronics,Mobile,Mumbai,22,18,11,0
40980,ATM,Food,Mobile,Bangalore,3,32,32,0
6627,POS,Travel,Mobile,Pune,9,56,39,0
35996,ATM,Luxury,Desktop,Mumbai,0,61,37,0
19785,POS,Travel,Desktop,Mumbai,0,54,6,0
25795,Online,Travel,Laptop,Bangalore,15,58,23,0
826,ATM,Luxury,Desktop,Chennai,0,18,22,0
40440,POS,Luxury,Mobile,Hyderabad,19,29,20,0
34106,POS,Travel,Laptop,Delhi,7,52,23,0
25355,Online,Luxury,Mobile,Chennai,23,45,1,0
16638,Online,Food,Desktop,Mumbai,6,40,8,0
27403,POS,Food,Laptop,Pune,22,18,2,0
7209,ATM,Travel,Desktop,Mumbai,19,51,25,0
14795,POS,Travel,Laptop,Delhi,16,69,12,0
25872,Online,Travel,Mobile,Pune,14,57,2,0
37254,Online,Electronics,Desktop,Mumbai,23,41,27,1
26075,POS,Luxury,Desktop,Mumbai,4,20,17,0
32325,ATM,Grocery,Laptop,Bangalore,6,18,40,0
696,Online,Grocery,Mobile,Hyderabad,19,47,33,0
49443,Online,Grocery,Desktop,Pune,1,51,7,0
15208,Online,Travel,Laptop,Hyderabad,12,25,34,0
4396,Online,Travel,Laptop,Pune,7,61,29,0
44143,ATM,Food,Laptop,Chennai,8,26,35,0
41878,POS,Food,Desktop,Pune,1,59,40,0
19483,Online,Food,Desktop,Pune,6,40,13,0
18874,POS,Food,Mobile,Delhi,6,46,18,0
21206,ATM,Grocery,Laptop,Bangalore,5,53,47,0
18607,POS,Grocery,Mobile,Chennai,3,43,23,0
25888,POS,Food,Mobile,Bangalore,19,37,23,0
43074,ATM,Travel,Laptop,Hyderabad,7,21,34,0
30634,ATM,Electronics,Mobile,Chennai,13,61,50,0
24984,POS,Grocery,Desktop,Mumbai,21,22,25,0
42131,Online,Electronics,Desktop,Pune,9,48,16,0
48631,POS,Grocery,Laptop,Chennai,0,67,46,0
17838,ATM,Travel,Laptop,Delhi,22,62,4,0
36118,Online,Food,Desktop,Chennai,3,57,40,0
6967,POS,Luxury,Laptop,Delhi,7,20,16,0
30183,POS,Electronics,Desktop,Chennai,5,37,20,0
21824,POS,Travel,Mobile,Mumbai,2,63,12,0
39497,Online,Grocery,Desktop,Pune,2,60,29,0
18992,ATM,Travel,Desktop,Chennai,3,69,39,0
1047,Online,Luxury,Laptop,Chennai,16,50,2,0
1375,Online,Grocery,Mobile,Pune,21,55,49,0
43819,Online,Electronics,Desktop,Delhi,21,69,1,0
18922,POS,Food,Mobile,Hyderabad,9,21,24,0
31443,ATM,Electronics,Mobile,Delhi,9,38,41,0
35519,ATM,Electronics,Desktop,Delhi,5,25,41,0
15060,POS,Luxury,Laptop,Mumbai,11,65,4,0
2637,POS,Food,Mobile,Pune,17,20,43,0
44969,ATM,Travel,Desktop,Pune,5,56,46,0
32130,ATM,Grocery,Laptop,Bangalore,10,51,8,0
16754,POS,Luxury,Mobile,Hyderabad,1,19,49,0
49842,Online,Luxury,Mobile,Bangalore,10,22,38,0
31827,Online,Grocery,Desktop,Chennai,16,51,34,0
6587,Online,Food,Mobile,Bangalore,8,62,17,0
37104,ATM,Travel,Desktop,Hyderabad,15,23,42,0
3463,Online,Electronics,Mobile,Delhi,13,41,3,0
1141,Online,Grocery,Desktop,Bangalore,19,63,32,0
48931,Online,Grocery,Laptop,Hyderabad,12,61,33,0
30350,ATM,Electronics,Mobile,Chennai,4,70,2,0
15512,ATM,Electronics,Desktop,Bangalore,22,22,25,0
39921,Online,Grocery,Mobile,Bangalore,15,65,21,0
22937,ATM,Electronics,Laptop,Pune,21,35,18,0
12891,ATM,Luxury,Desktop,Bangalore,4,29,48,0
43260,POS,Grocery,Laptop,Pune,4,39,15,0
40947,Online,Food,Desktop,Mumbai,0,53,3,0
13572,POS,Grocery,Laptop,Pune,3,43,4,0
29794,ATM,Food,Mobile,Bangalore,0,19,6,0
31466,POS,Travel,Desktop,Chennai,9,27,5,0
1648,POS,Food,Desktop,Pune,0,18,44,0
2018,Online,Grocery,Desktop,Hyderabad,6,34,4,0
34912,Online,Food,Mobile,Hyderabad,0,47,47,0
24371,POS,Grocery,Desktop,Bangalore,8,23,10,0
47058,POS,Luxury,Laptop,Pune,7,38,6,0
7648,Online,Travel,Desktop,Delhi,9,27,17,0
19725,POS,Grocery,Desktop,Bangalore,12,58,5,0
35226,ATM,Luxury,Mobile,Pune,4,33,20,0
31962,ATM,Electronics,Laptop,Delhi,9,56,29,0
47235,Online,Electronics,Desktop,Hyderabad,7,39,13,0
40624,POS,Grocery,Laptop,Bangalore,1,40,1,0
10509,ATM,Luxury,Laptop,Hyderabad,23,29,32,0
10889,POS,Luxury,Mobile,Bangalore,19,55,10,0
3615,POS,Travel,Laptop,Chennai,11,66,39,0
39172,POS,Food,Mobile,Delhi,6,60,11,0
16843,POS,Food,Laptop,Pune,6,21,14,0
12247,POS,Travel,Desktop,Pune,22,45,9,0
6849,POS,Food,Mobile,Pune,0,61,2,0
1887,POS,Food,Desktop,Pune,18,29,17,0
4460,Online,Electronics,Desktop,Mumbai,11,44,44,0
21112,Online,Travel,Mobile,Hyderabad,20,64,4,0
4100,ATM,Luxury,Desktop,Hyderabad,13,40,41,0
34529,POS,Grocery,Desktop,Mumbai,13,45,3,0
10156,Online,Luxury,Desktop,Hyderabad,8,19,15,0
13880,ATM,Travel,Laptop,Mumbai,10,46,8,0
45431,POS,Travel,Desktop,Hyderabad,23,39,9,0
36624,Online,Electronics,Desktop,Pune,7,55,32,0
46046,Online,Luxury,Laptop,Pune,22,34,22,0
19479,POS,Luxury,Laptop,Chennai,18,23,13,0
25342,Online,Electronics,Mobile,Hyderabad,16,35,22,0
1698,POS,Luxury,Mobile,Chennai,3,61,40,0
18992,Online,Travel,Desktop,Delhi,12,35,10,0
8517,ATM,Electronics,Desktop,Hyderabad,3,37,46,0
18391,ATM,Luxury,Mobile,Bangalore,20,39,32,0
32576,Online,Luxury,Laptop,Delhi,0,40,35,0
40144,ATM,Electronics,Desktop,Bangalore,13,41,27,0
28798,Online,Travel,Mobile,Pune,7,47,28,0
18783,Online,Luxury,Laptop,Bangalore,2,69,27,0
26228,POS,Food,Laptop,Delhi,6,70,13,0
16644,Online,Travel,Mobile,Bangalore,15,67,49,0
35117,Online,Electronics,Mobile,Bangalore,5,25,13,0
20943,ATM,Travel,Mobile,Pune,7,40,41,0
16905,ATM,Electronics,Mobile,Mumbai,5,30,11,0
19827,Online,Grocery,Mobile,Pune,11,35,37,0
33601,ATM,Travel,Mobile,Hyderabad,3,60,5,0
49350,Online,Grocery,Laptop,Pune,8,21,40,0
49814,ATM,Luxury,Desktop,Bangalore,19,24,42,0
41118,ATM,Travel,Mobile,Bangalore,1,43,24,0
239,Online,Grocery,Laptop,Bangalore,23,33,17,0
49838,ATM,Electronics,Desktop,Pune,3,34,28,0
40675,POS,Luxury,Laptop,Pune,23,40,4,0
23165,ATM,Luxury,Mobile,Pune,12,29,1,0
27109,ATM,Food,Laptop,Pune,13,42,24,0
21438,ATM,Grocery,Mobile,Delhi,23,34,12,0
28844,Online,Food,Desktop,Bangalore,11,20,12,0
11343,ATM,Electronics,Desktop,Chennai,2,46,3,0
32202,POS,Grocery,Mobile,Mumbai,12,59,44,0
7261,ATM,Luxury,Mobile,Mumbai,17,29,4,0
33206,ATM,Electronics,Desktop,Delhi,16,49,48,0
16912,POS,Electronics,Laptop,Hyderabad,13,22,27,0
42226,Online,Travel,Laptop,Hyderabad,12,26,33,0
12011,POS,Luxury,Laptop,Delhi,4,59,4,0
47635,ATM,Luxury,Laptop,Chennai,13,22,15,0
25541,POS,Grocery,Laptop,Hyderabad,7,42,27,0
8457,Online,Food,Mobile,Bangalore,2,30,35,0
42380,Online,Grocery,Desktop,Chennai,5,28,2,0
3055,ATM,Electronics,Mobile,Bangalore,3,34,11,0
27267,ATM,Travel,Desktop,Delhi,12,47,43,0
8279,POS,Food,Desktop,Chennai,13,29,36,0
28597,POS,Electronics,Laptop,Hyderabad,22,56,37,0
14254,POS,Food,Laptop,Chennai,22,57,1,0
44836,Online,Food,Laptop,Chennai,19,56,13,0
44772,Online,Electronics,Laptop,Bangalore,4,28,42,0
49085,POS,Grocery,Desktop,Chennai,9,52,3,0
1497,ATM,Travel,Laptop,Chennai,5,42,40,0
505,POS,Food,Laptop,Delhi,6,29,11,0
3790,POS,Electronics,Mobile,Mumbai,2,69,19,0
40102,ATM,Luxury,Mobile,Chennai,14,43,49,0
14942,ATM,Grocery,Laptop,Pune,8,66,7,0
12593,POS,Food,Mobile,Pune,10,58,48,0
47140,Online,Grocery,Laptop,Bangalore,4,33,25,0
36636,POS,Luxury,Mobile,Bangalore,22,29,50,0
2496,Online,Luxury,Mobile,Pune,22,43,12,0
27973,Online,Electronics,Laptop,Bangalore,1,31,40,0
32677,ATM,Food,Desktop,Chennai,5,50,38,0
20848,Online,Electronics,Desktop,Hyderabad,6,34,47,0
1749,Online,Luxury,Mobile,Mumbai,19,69,12,0
21725,ATM,Luxury,Laptop,Delhi,23,20,15,0
3208,POS,Food,Mobile,Chennai,10,62,30,0
17784,POS,Electronics,Mobile,Mumbai,16,36,19,0
21690,POS,Food,Desktop,Delhi,15,36,43,0
45092,POS,Luxury,Desktop,Pune,19,36,14,0
44063,POS,Luxury,Desktop,Hyderabad,23,56,38,1
20710,POS,Luxury,Desktop,Delhi,10,58,27,0
9730,POS,Food,Laptop,Hyderabad,22,54,1,0
49682,POS,Luxury,Mobile,Bangalore,9,60,10,0
9390,ATM,Grocery,Desktop,Bangalore,0,47,17,0
34587,ATM,Luxury,Mobile,Chennai,21,24,47,0
26116,ATM,Electronics,Laptop,Pune,16,51,50,0
31410,ATM,Travel,Desktop,Delhi,12,24,34,0
11263,Online,Food,Laptop,Mumbai,19,66,37,0
10585,POS,Food,Mobile,Bangalore,23,23,43,0
22899,POS,Electronics,Mobile,Delhi,8,22,25,0
20712,POS,Travel,Desktop,Mumbai,6,56,31,0
16778,ATM,Food,Mobile,Mumbai,12,38,34,0
49439,POS,Electronics,Desktop,Delhi,20,62,7,0
7222,Online,Grocery,Laptop,Chennai,22,47,20,0
38033,ATM,Electronics,Mobile,Pune,20,41,17,0
22840,Online,Electronics,Mobile,Hyderabad,20,39,5,0
22083,Online,Travel,Laptop,Delhi,6,54,27,0
17910,ATM,Grocery,Laptop,Chennai,2,53,30,0
28631,Online,Luxury,Laptop,Chennai,8,20,35,0
37457,POS,Grocery,Laptop,Bangalore,14,44,25,0
4656,ATM,Grocery,Laptop,Delhi,14,66,28,0
12891,POS,Travel,Desktop,Pune,23,57,22,0
6497,Online,Grocery,Laptop,Mumbai,8,56,5,0
19768,POS,Grocery,Mobile,Mumbai,19,60,13,0
6097,POS,Food,Laptop,Chennai,15,59,2,0
49913,POS,Grocery,Mobile,Hyderabad,10,29,20,0
14134,POS,Food,Desktop,Delhi,21,22,28,0
22071,POS,Grocery,Laptop,Delhi,16,58,21,0
43529,ATM,Grocery,Desktop,Hyderabad,20,42,32,0
7563,POS,Luxury,Laptop,Pune,18,29,17,0
2336,Online,Electronics,Desktop,Bangalore,22,64,15,0
31035,ATM,Electronics,Mobile,Hyderabad,0,30,32,0
19930,Online,Travel,Desktop,Hyderabad,21,29,11,0
30079,ATM,Travel,Laptop,Mumbai,19,34,8,0
9722,ATM,Luxury,Laptop,Pune,0,57,6,0
26118,ATM,Electronics,Laptop,Hyderabad,21,65,10,0
32062,POS,Travel,Laptop,Hyderabad,20,55,44,0
10829,POS,Food,Mobile,Bangalore,7,53,3,0
15651,POS,Grocery,Desktop,Mumbai,1,19,43,0
42483,ATM,Grocery,Desktop,Pune,0,22,30,0
15558,Online,Travel,Mobile,Pune,18,45,24,0
10796,POS,Electronics,Laptop,Hyderabad,12,54,40,0
7830,Online,Food,Desktop,Hyderabad,8,29,34,0
8059,POS,Travel,Mobile,Mumbai,19,22,16,0
7071,Online,Food,Mobile,Pune,7,45,47,0
38686,POS,Luxury,Mobile,Chennai,22,60,2,0
43702,POS,Electronics,Mobile,Bangalore,2,65,25,0
29757,POS,Luxury,Laptop,Bangalore,14,28,16,0
48705,POS,Travel,Laptop,Chennai,21,70,28,0
36537,ATM,Luxury,Desktop,Delhi,18,55,8,0
47981,Online,Food,Mobile,Chennai,16,25,28,0
21800,Online,Electronics,Desktop,Delhi,19,32,19,0
30756,ATM,Food,Mobile,Hyderabad,13,36,13,0
43703,ATM,Luxury,Desktop,Bangalore,9,38,42,0
35228,ATM,Travel,Desktop,Mumbai,2,63,16,0
29017,Online,Luxury,Desktop,Bangalore,5,57,27,0
45755,ATM,Food,Mobile,Hyderabad,15,27,49,0
5551,POS,Luxury,Mobile,Bangalore,13,62,40,0
26686,POS,Luxury,Mobile,Hyderabad,22,37,32,0
8271,POS,Luxury,Desktop,Delhi,3,55,16,0
21531,POS,Travel,Mobile,Hyderabad,18,27,44,0
33312,Online,Luxury,Mobile,Pune,13,59,34,0
16711,Online,Travel,Mobile,Pune,10,30,20,0
33305,ATM,Luxury,Desktop,Chennai,18,30,15,0
20683,POS,Travel,Laptop,Bangalore,16,41,1,0
36120,POS,Electronics,Laptop,Hyderabad,22,37,31,0
23485,Online,Food,Laptop,Bangalore,22,58,24,0
22573,ATM,Grocery,Desktop,Hyderabad,0,59,37,0
38689,POS,Electronics,Desktop,Pune,16,36,34,0
6700,ATM,Luxury,Desktop,Hyderabad,20,42,21,0
47019,Online,Food,Laptop,Chennai,18,30,27,0
48332,Online,Food,Desktop,Pune,1,29,42,0
20497,ATM,Electronics,Desktop,Chennai,6,30,35,0
24879,ATM,Grocery,Laptop,Chennai,8,35,36,0
36233,ATM,Electronics,Laptop,Bangalore,17,54,2,0
17375,POS,Grocery,Laptop,Hyderabad,9,27,22,0
47914,ATM,Grocery,Laptop,Delhi,10,19,19,0
35687,ATM,Luxury,Mobile,Pune,11,45,13,0
979,Online,Food,Mobile,Pune,3,25,26,0
39684,ATM,Travel,Desktop,Pune,15,48,24,0
34024,ATM,Travel,Laptop,Chennai,10,24,12,0
1785,ATM,Travel,Desktop,Bangalore,4,43,10,0
48308,Online,Luxury,Desktop,Pune,22,68,25,0
45653,POS,Grocery,Mobile,Pune,8,65,36,0
17562,POS,Luxury,Mobile,Pune,8,40,13,0
43705,Online,Grocery,Desktop,Bangalore,2,48,21,0
22477,ATM,Grocery,Mobile,Bangalore,1,24,40,0
40030,ATM,Travel,Mobile,Bangalore,9,18,21,0
35518,POS,Food,Desktop,Delhi,4,47,21,0
14697,ATM,Travel,Mobile,Pune,3,46,44,0
29421,Online,Electronics,Laptop,Delhi,21,58,1,0
46200,ATM,Grocery,Desktop,Delhi,20,57,30,0
535,Online,Luxury,Mobile,Delhi,2,57,25,0
22636,POS,Food,Laptop,Pune,2,21,10,0
48439,POS,Travel,Mobile,Chennai,5,65,15,0
7854,ATM,Electronics,Desktop,Delhi,18,38,43,0
17254,POS,Luxury,Mobile,Bangalore,13,31,23,0
28122,Online,Grocery,Mobile,Mumbai,10,32,20,0
33284,POS,Luxury,Laptop,Delhi,19,30,5,0
45798,POS,Electronics,Mobile,Hyderabad,5,56,16,0
28566,POS,Electronics,Mobile,Delhi,4,65,48,0
3118,POS,Electronics,Desktop,Pune,1,57,47,0
44132,Online,Grocery,Laptop,Bangalore,9,63,13,0
15384,ATM,Food,Desktop,Mumbai,19,64,36,0
18535,Online,Food,Desktop,Delhi,1,65,32,0
22487,Online,Grocery,Laptop,Pune,16,45,16,0
13124,ATM,Travel,Desktop,Mumbai,7,60,15,0
24032,ATM,Travel,Desktop,Bangalore,22,23,22,0
11302,Online,Electronics,Desktop,Chennai,8,30,40,0
6931,ATM,Luxury,Desktop,Chennai,10,27,38,0
7377,Online,Luxury,Desktop,Chennai,7,32,29,0
36249,Online,Food,Laptop,Mumbai,3,18,32,0
16880,ATM,Electronics,Desktop,Delhi,16,43,11,0
400,ATM,Grocery,Laptop,Delhi,22,21,34,0
20265,Online,Travel,Laptop,Delhi,5,51,12,0
34142,ATM,Grocery,Laptop,Pune,6,52,34,0
37682,ATM,Luxury,Mobile,Mumbai,10,62,23,0
8360,ATM,Grocery,Mobile,Bangalore,22,20,19,0
27808,POS,Food,Laptop,Delhi,11,24,22,0
46201,Online,Food,Desktop,Chennai,12,38,48,0
24005,Online,Luxury,Mobile,Mumbai,1,55,16,0
18607,ATM,Luxury,Desktop,Chennai,0,25,20,0
39204,Online,Luxury,Laptop,Mumbai,13,24,12,0
25594,ATM,Electronics,Desktop,Hyderabad,11,58,26,0
14321,POS,Luxury,Desktop,Pune,5,33,2,0
2469,ATM,Grocery,Desktop,Chennai,21,46,26,0
7371,Online,Grocery,Laptop,Pune,13,27,11,0
29001,ATM,Travel,Desktop,Hyderabad,12,65,50,0
23833,POS,Electronics,Mobile,Delhi,19,41,19,0
25762,POS,Travel,Desktop,Pune,19,67,29,0
16520,ATM,Food,Mobile,Delhi,16,19,30,0
43867,ATM,Electronics,Laptop,Chennai,9,26,10,0
19027,POS,Travel,Mobile,Hyderabad,11,66,26,0
13221,ATM,Electronics,Laptop,Delhi,20,28,37,0
18910,ATM,Luxury,Laptop,Delhi,6,36,4,0
45808,Online,Travel,Laptop,Delhi,21,50,32,0
13963,Online,Travel,Mobile,Delhi,7,63,19,0
39501,Online,Electronics,Mobile,Chennai,18,69,2,0
7517,ATM,Luxury,Laptop,Delhi,18,64,5,0
39625,ATM,Electronics,Laptop,Bangalore,11,27,20,0
7905,ATM,Luxury,Mobile,Delhi,7,24,20,0
30296,Online,Luxury,Mobile,Chennai,16,25,23,0
44337,POS,Luxury,Laptop,Hyderabad,4,18,19,0
40293,POS,Food,Laptop,Chennai,20,27,6,0
16011,ATM,Electronics,Laptop,Hyderabad,5,68,22,0
41133,ATM,Food,Desktop,Delhi,19,34,27,0
34253,Online,Food,Laptop,Delhi,14,69,14,0
4631,Online,Travel,Desktop,Chennai,2,64,4,0
34316,POS,Food,Laptop,Delhi,17,56,5,0
133,POS,Grocery,Mobile,Mumbai,14,29,19,0
28424,ATM,Food,Mobile,Delhi,11,39,36,0
20010,Online,Luxury,Laptop,Hyderabad,20,66,12,0
22471,Online,Grocery,Mobile,Mumbai,4,50,40,0
32303,POS,Travel,Mobile,Pune,22,64,13,0
30296,ATM,Electronics,Mobile,Chennai,1,70,7,0
16206,ATM,Travel,Laptop,Delhi,14,55,24,0
40440,POS,Food,Mobile,Chennai,0,21,35,0
17188,Online,Luxury,Laptop,Bangalore,14,39,48,0
15048,ATM,Electronics,Mobile,Pune,14,19,35,0
9008,Online,Electronics,Laptop,Pune,5,42,44,0
25731,POS,Luxury,Mobile,Delhi,13,67,39,0
16523,ATM,Travel,Mobile,Bangalore,9,43,44,0
15728,POS,Food,Desktop,Bangalore,19,36,28,0
11894,ATM,Electronics,Laptop,Bangalore,18,43,49,0
11269,Online,Travel,Laptop,Delhi,10,31,28,0
2908,Online,Electronics,Laptop,Hyderabad,15,41,50,0
26399,Online,Luxury,Desktop,Pune,10,20,17,0
40014,ATM,Electronics,Desktop,Mumbai,7,55,33,0
27273,Online,Electronics,Laptop,Bangalore,4,43,3,0
39691,POS,Food,Desktop,Chennai,1,27,7,0
48357,POS,Food,Laptop,Mumbai,1,33,16,0
22052,POS,Grocery,Desktop,Bangalore,5,33,47,0
8950,Online,Grocery,Laptop,Mumbai,11,56,35,0
46866,Online,Luxury,Laptop,Chennai,0,52,43,0
35390,Online,Food,Laptop,Hyderabad,1,66,2,0
36326,POS,Travel,Mobile,Mumbai,22,47,40,0
36506,POS,Luxury,Laptop,Bangalore,8,40,40,0
7293,ATM,Grocery,Desktop,Bangalore,14,19,13,0
36070,Online,Electronics,Laptop,Hyderabad,19,33,40,0
